Name   , Term                                                                                                                                        , ES                  , NES                 , NOM p-val           , FDR q-val          , FWER p-val, Tag %  , Gene %, Lead_genes
prerank, Reactome_2022__Semaphorin Interactions R-HSA-373755                                                                                         , -0.40896917751150463, -1.9666669355598427 , 0.0                 , 0.519566354429176  ,       0.31, 20/55  , 17.49%, FES;PIP5K1C;ITGB1;RRAS;CDK5R1;VPS72;ROCK1;LIMK1;ERBB2;PLXNA4;MYL9;PLXNA2;RNMT;PLXNC1;ARHGEF12;CDK5;SEMA6A;HSP90AB1;ARHGEF7;ITGA1
prerank, Reactome_2022__Signaling By NOTCH2 R-HSA-1980145                                                                                            , -0.48423649957308923, -1.961344239213749  , 0.0                 , 0.28098996719128905,       0.33, 14/27  , 21.02%, EP300;JAG1;PSENEN;GZMB;FCER2;PSEN2;MIB1;NCSTN;MAML3;RBPJ;PSEN1;APH1A;UBA52;MAML2
prerank, KEGG_2021_Human__Galactose metabolism                                                                                                       , 0.5012143924513819  , 1.9437377291381555  , 0.0                 , 0.45714227376674293,       0.39, 12/24  , 20.35%, GANC;GLA;HKDC1;GALK1;PFKL;HK3;GLB1;UGP2;AKR1B1;GALT;B4GALT2;GALM
prerank, Reactome_2022__Signaling By ERBB2 R-HSA-1227986                                                                                             , -0.42526631890141897, -1.9156042228712218 , 0.014705882352941176, 0.2756882696971138 ,       0.41, 17/43  , 20.83%, DIAPH1;USP8;PRKCD;PTPN18;AKT2;ERBB2;ERBB3;HBEGF;NRG4;EGF;GRB2;HRAS;RNF41;PIGU;RHOA;UBA52;ERBIN
prerank, Reactome_2022__Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117                                                                    , 0.49305192856270413 , 1.9005485907955786  , 0.0                 , 0.32268866383534794,       0.51, 6/17   , 10.43%, CNTRL;STAT5B;FGFR1OP2;PIK3CA;LRRFIP1;STAT5A
prerank, Reactome_2022__Downregulation Of ERBB2 Signaling R-HSA-8863795                                                                              , -0.4814119759260372 , -1.899859301932095  , 0.0                 , 0.24652893347914984,       0.46, 12/24  , 23.63%, USP8;PTPN18;AKT2;ERBB2;ERBB3;HBEGF;NRG4;EGF;RNF41;UBA52;ERBIN;CDC37
prerank, Reactome_2022__Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260                                     , -0.48499255113057627, -1.8628931372386246 , 0.0                 , 0.3096191336598355 ,       0.62, 13/27  , 22.60%, DEK;EP300;KIT;TFAP2E;ERBB2;CDKN1A;APOE;ATAD2;KCTD15;KDM5B;WWOX;SUMO1;KCTD1
prerank, Reactome_2022__SHC1 Events In ERBB2 Signaling R-HSA-1250196                                                                                 , -0.586516758051027  , -1.8495077214937834 , 0.0                 , 0.30396398966604854,       0.67, 8/16   , 15.48%, PRKCD;ERBB2;ERBB3;HBEGF;NRG4;EGF;GRB2;HRAS
prerank, Reactome_2022__Phase I - Functionalization Of Compounds R-HSA-211945                                                                        , -0.37734768095569904, -1.8144574063106056 , 0.0                 , 0.36203020031653954,       0.8 , 17/59  , 16.46%, FDX1;CYP2E1;NCOA1;CYP4F12;CYP4B1;BPHL;ADH5;PAOX;CYP27A1;CBR3;CYB5R3;CYP51A1;CYP4F22;PTGS1;MTARC2;HSP90AB1;ARNT2
prerank, Reactome_2022__Nuclear Signaling By ERBB4 R-HSA-1251985                                                                                     , -0.4892423339526197 , -1.8110812418450684 , 0.0                 , 0.33135609338595406,       0.81, 13/25  , 19.88%, GFAP;PSENEN;COPS2;APOE;PSEN2;HBEGF;NRG4;NCSTN;PSEN1;WWOX;S100B;APH1A;TAB2
prerank, Reactome_2022__Cytochrome P450 - Arranged By Substrate Type R-HSA-211897                                                                    , -0.4737617306971314 , -1.7888385811250516 , 0.0                 , 0.3581591196065068 ,       0.86, 11/29  , 20.38%, FDX1;CYP2E1;NCOA1;CYP4F12;CYP4B1;CYP27A1;CYP51A1;CYP4F22;ARNT2;NCOA2;CYP4F3
prerank, Reactome_2022__Sema3A PAK Dependent Axon Repulsion R-HSA-399954                                                                             , -0.5292485068487505 , -1.7350229963172514 , 0.046153846153846156, 0.5238077124245163 ,       0.96, 7/15   , 17.11%, FES;VPS72;LIMK1;PLXNA4;PLXNA2;HSP90AB1;ARHGEF7
prerank, KEGG_2021_Human__Glyoxylate and dicarboxylate metabolism                                                                                    , 0.38741333293381924 , 1.7013700678231851  , 0.0                 , 1.0                ,       0.94, 8/28   , 8.04% , ACAT2;MDH1;GRHPR;AFMID;GLYCTK;MCEE;ACSS2;AMT
prerank, Reactome_2022__Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686                                                                             , -0.522259361226375  , -1.698375689767077  , 0.01694915254237288 , 0.6651220492692606 ,       0.97, 10/16  , 25.67%, ERBB2;ERBB3;HBEGF;NRG4;EGF;GRB2;HRAS;ERBIN;CDC37;PLCG1
prerank, Reactome_2022__Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530                                                              , -0.37212020614544256, -1.6963212354604764 , 0.015625            , 0.6185313743204476 ,       0.97, 27/52  , 28.86%, FLT3LG;PTPN11;KIT;RHOG;ICOS;ERBB2;ERBB3;PIK3R3;STRN;EPGN;HBEGF;PDGFRA;NRG4;RNMT;EGF;GRB2;FLT3;PIGU;FRS2;TRAT1;FGF13;PDGFA;FGFR1;GAB2;CD19;TGFA;IRS2
prerank, Reactome_2022__Sema4D In Semaphorin Signaling R-HSA-400685                                                                                  , -0.4246523230584629 , -1.6942304887174413 , 0.03389830508474576 , 0.5782928497492712 ,       0.98, 9/23   , 22.03%, RRAS;ROCK1;LIMK1;ERBB2;MYL9;RNMT;ARHGEF12;RHOA;LIMK2
prerank, KEGG_2021_Human__Notch signaling pathway                                                                                                    , -0.39402534133654205, -1.6775616875909847 , 0.0                 , 0.6225707628874382 ,       0.98, 21/48  , 25.00%, EP300;JAG1;DTX4;KAT2B;PSENEN;RFNG;HEY1;HDAC2;PSEN2;NCSTN;MAML3;RBPJ;PSEN1;DVL1;SNW1;APH1A;MAML2;HES1;DVL2;HDAC1;CTBP2
prerank, Reactome_2022__Mitochondrial Calcium Ion Transport R-HSA-8949215                                                                            , 0.44858489500168597 , 1.6608302750838118  , 0.0                 , 1.0                ,       0.98, 5/21   , 5.16% , PHB2;MCUB;AKAP1;STOML2;PMPCA
prerank, Reactome_2022__Signaling By ERBB4 R-HSA-1236394                                                                                             , -0.38763449515357784, -1.659251538596722  , 0.016666666666666666, 0.6680138842660834 ,       0.99, 19/43  , 20.13%, GFAP;PSENEN;COPS2;ERBB3;APOE;PSEN2;HBEGF;NRG4;NCSTN;EGF;GRB2;HRAS;PSEN1;WWOX;S100B;APH1A;GABRG2;TAB2;UBA52
prerank, Reactome_2022__Processing Of SMDT1 R-HSA-8949664                                                                                            , 0.4760638462499662  , 1.6538850801719907  , 0.0                 , 1.0                ,       0.98, 4/16   , 5.16% , PHB2;MCUB;STOML2;PMPCA
prerank, KEGG_2021_Human__Nicotinate and nicotinamide metabolism                                                                                     , 0.4317836332473045  , 1.6472248313205042  , 0.02702702702702703 , 1.0                ,       0.98, 10/29  , 12.28%, NADK;QPRT;SIRT3;BST1;PNP;SIRT2;NADK2;ENPP3;SIRT7;NAPRT
prerank, Reactome_2022__Signaling By Erythropoietin R-HSA-9006335                                                                                    , 0.4069463665542178  , 1.6458832954032998  , 0.05                , 0.8771497409810052 ,       0.98, 14/23  , 27.27%, CRKL;STAT5B;PIK3CA;RAPGEF1;STAT5A;JAK2;LYN;CLSTN1;PIK3CB;EPOR;NRAS;SHC1;PIK3CG;VAV1
prerank, KEGG_2021_Human__Axon guidance                                                                                                              , -0.30531438321975174, -1.6363826686452847 , 0.0                 , 0.7462139223051686 ,       0.99, 36/126 , 16.79%, CXCR4;FES;SSH2;ITGB1;NTNG2;PTPN11;PRKCZ;RRAS;ROCK1;LIMK1;TRPC6;SRGAP3;PTCH1;PLXNA4;EPHB3;MYL12A;PIK3R3;MYL9;RAF1;CAMK2A;EPHA1;NCK2;PLXNA2;PPP3CC;NFATC3;PLXNC1;PARD6B;ARHGEF12;CAMK2G;CDK5;SEMA6A;RAC1;HRAS;ABLIM2;EPHB6;L1CAM
prerank, Reactome_2022__Signaling By NOTCH3 R-HSA-9012852                                                                                            , -0.35989041108938524, -1.6290398811723448 , 0.015873015873015872, 0.73974273271669   ,       0.99, 17/40  , 21.02%, EP300;JAG1;KAT2B;PSENEN;HEY1;PSEN2;MIB1;NCSTN;EGF;MAML3;RBPJ;PSEN1;WWC1;SNW1;APH1A;UBA52;MAML2
prerank, Reactome_2022__Effects Of PIP2 Hydrolysis R-HSA-114508                                                                                      , -0.4651400942048026 , -1.6101346967964933 , 0.03571428571428571 , 0.800556321620465  ,       1.0 , 7/22   , 10.66%, PRKCD;DGKQ;DGKH;TRPC6;DAGLA;DGKA;DGKD
prerank, Reactome_2022__Regulation Of Signaling By CBL R-HSA-912631                                                                                  , 0.39094086712588105 , 1.6092881793026408  , 0.05128205128205128 , 0.9837522459980398 ,       1.0 , 8/18   , 18.54%, CRKL;PIK3CA;RAPGEF1;LYN;CLSTN1;PIK3CB;CRK;YES1
prerank, Reactome_2022__Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788                                                                  , 0.3877370337657282  , 1.5995137098500778  , 0.0                 , 0.9282278848597045 ,       1.0 , 13/26  , 25.88%, SRFBP1;SMAD2;TGFBR2;XPO1;UBC;PPP1R15A;ZFYVE9;TGFB1;USP15;PPP1CC;PMEPA1;MTMR4;SMAD3
prerank, KEGG_2021_Human__Fatty acid biosynthesis                                                                                                    , 0.453231821475893   , 1.5983130303703705  , 0.0                 , 0.8389905259719045 ,       1.0 , 6/17   , 12.52%, MECR;HTD2;ACSBG1;HSD17B8;FASN;OLAH
