Name   , Term                                                                                                                                        , ES                  , NES                 , NOM p-val           , FDR q-val          , FWER p-val, Tag %  , Gene %, Lead_genes
prerank, KEGG_2021_Human__Arrhythmogenic right ventricular cardiomyopathy                                                                            , 0.4576310694427537  , 2.0000871540873715  , 0.0                 , 0.34757659776085353,       0.19, 22/52  , 20.50%, ITGA3;ITGA10;ITGB3;EMD;CACNG6;DSP;ITGAV;JUP;SLC8A1;DSG2;DAG1;ITGB7;DES;SGCB;CACNA1F;CACNB1;CACNB4;CTNNB1;ACTG1;CACNA2D3;ITGA1;ITGA7
prerank, Reactome_2022__Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417                                                                    , 0.4357073772415067  , 1.9101333585022262  , 0.0                 , 0.46143789702734   ,       0.39, 11/33  , 13.62%, POT1;DSCC1;FEN1;RFC3;POLA1;CTC1;POLR1B;CHTF8;RPA3;WRN;STN1
prerank, Reactome_2022__Platelet Degranulation R-HSA-114608                                                                                          , 0.34995335336273986 , 1.7216955533562082  , 0.0                 , 1.0                ,       0.97, 32/100 , 17.46%, HRG;STXBP2;SCCPDH;PHACTR2;ITGB3;TOR4A;FN1;ORM1;ORM2;ABCC4;F8;ITIH4;TEX264;CALM1;PFN1;LOC112694756;PF4;CD9;A1BG;THBS1;TIMP1;ECM1;TGFB3;OLA1;FAM3C;LHFPL2;F5;VEGFA;HABP4;PPBP;FLNA;SYTL4
prerank, Reactome_2022__Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005                                                                     , 0.3414154755389534  , 1.7072098309135595  , 0.0                 , 1.0                ,       0.97, 32/104 , 17.46%, HRG;STXBP2;SCCPDH;PHACTR2;ITGB3;TOR4A;FN1;ORM1;ORM2;ABCC4;F8;ITIH4;TEX264;CALM1;PFN1;LOC112694756;PF4;CD9;A1BG;THBS1;TIMP1;ECM1;TGFB3;OLA1;FAM3C;LHFPL2;F5;VEGFA;HABP4;PPBP;FLNA;SYTL4
prerank, KEGG_2021_Human__Long-term depression                                                                                                       , -0.4046131946776102 , -1.6965828064126576 , 0.0                 , 1.0                ,       0.97, 18/44  , 26.12%, IGF1R;PLCB4;MAPK1;PLCB1;PPP2CB;BRAF;PLA2G4A;GUCY1B1;GNAS;LYN;MAP2K2;GUCY1A1;PPP2R1A;PLCB3;PLA2G4B;PLCB2;PPP2R1B;GNAO1
prerank, Reactome_2022__CTLA4 Inhibitory Signaling R-HSA-389513                                                                                      , 0.4863164292331333  , 1.6664959519410087  , 0.0425531914893617  , 1.0                ,       0.99, 5/21   , 4.37% , YES1;PPP2R5D;PTPN11;PPP2R5E;PPP2R5B
prerank, Reactome_2022__DNA Methylation R-HSA-5334118                                                                                                , -0.44951962825607317, -1.6654668026930544 , 0.01694915254237288 , 1.0                ,       0.99, 14/31  , 20.38%, H2AC14;DNMT3B;H2AC19;H2BC21;H2BC11;H2BC3;DNMT1;H3C13;H2BC14;H3C7;H2BC13;H2AB1;H2AC20;H2AC7
prerank, Reactome_2022__Interleukin-37 Signaling R-HSA-9008059                                                                                       , 0.46484057823402747 , 1.6630354280635344  , 0.0                 , 1.0                ,       0.99, 3/18   , 3.45% , PTPN11;PTPN4;PTPN18
prerank, KEGG_2021_Human__Hypertrophic cardiomyopathy                                                                                                , 0.3556043317694603  , 1.6540035279920204  , 0.041666666666666664, 1.0                ,       0.99, 22/60  , 20.50%, ITGA3;ITGA10;ITGB3;EMD;CACNG6;ITGAV;SLC8A1;PRKAG2;DAG1;ITGB7;PRKAB1;TNNC1;TGFB3;DES;SGCB;CACNA1F;CACNB1;CACNB4;ACTG1;CACNA2D3;ITGA1;ITGA7
prerank, Reactome_2022__PRC2 Methylates Histones And DNA R-HSA-212300                                                                                , -0.4035939541176103 , -1.644519954494127  , 0.03333333333333333 , 1.0                ,       1.0 , 16/40  , 20.38%, H2AC14;DNMT3B;H2AC19;H2BC21;H2BC11;JARID2;H2BC3;DNMT1;H3C13;H2BC14;H3C7;H2BC13;H2AB1;AEBP2;H2AC20;H2AC7
prerank, KEGG_2021_Human__Mitophagy                                                                                                                  , -0.34759404902296603, -1.6317304226827305 , 0.0                 , 1.0                ,       1.0 , 19/65  , 14.84%, CSNK2A1;TBC1D15;ULK1;ATG5;USP30;RRAS;BNIP3;USP8;BCL2L1;TP53;FIS1;RRAS2;SQSTM1;ATF4;MRAS;FUNDC1;BCL2L13;RHOT2;MAPK8
prerank, Reactome_2022__MicroRNA (miRNA) Biogenesis R-HSA-203927                                                                                     , 0.42610984579668004 , 1.6278933034803986  , 0.022727272727272728, 1.0                ,       1.0 , 8/24   , 16.56%, POLR2I;PRKRA;AGO1;POLR2L;TARBP2;DICER1;DGCR8;RAN
prerank, Reactome_2022__Metabolism Of Folate And Pterines R-HSA-196757                                                                               , -0.5124061014280213 , -1.62470456665034   , 0.0                 , 1.0                ,       1.0 , 8/15   , 27.50%, MTHFD1;SLC46A1;SHMT2;DHFR;ST20-MTHFS;DHFR2;FOLR2;SLC19A1
prerank, Reactome_2022__Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756                                                               , 0.3386377503392474  , 1.619153278959586   , 0.0                 , 1.0                ,       1.0 , 21/82  , 12.22%, UBB;DYRK2;MDM4;MAPKAPK5;HIPK1;RFC3;TAF1;RMI2;RAD9B;RBBP8;CSNK2A2;PRKAG2;TP53RK;HUS1;BRIP1;POLR1B;TAF15;RPA3;RPS27A;SSRP1;WRN
prerank, Reactome_2022__Polymerase Switching On C-strand Of Telomere R-HSA-174411                                                                    , 0.3886787498063673  , 1.6131145734064545  , 0.0                 , 1.0                ,       1.0 , 6/25   , 9.83% , POT1;DSCC1;RFC3;POLA1;CTC1;CHTF8
prerank, Reactome_2022__Acyl Chain Remodelling Of PC R-HSA-1482788                                                                                   , -0.5076267075359943 , -1.6048561887242612 , 0.03076923076923077 , 1.0                ,       1.0 , 8/15   , 26.40%, LPCAT2;LPCAT3;PLA2G4A;PLAAT3;LPCAT4;PLA2G4B;PLA2G6;PLA2G12A
prerank, Reactome_2022__Integrin Cell Surface Interactions R-HSA-216083                                                                              , 0.36145248261056806 , 1.5960904134404115  , 0.0                 , 1.0                ,       1.0 , 18/48  , 20.50%, ITGA3;CD44;ITGA10;ITGB3;FN1;CXXC1;ITGAV;ICAM5;COL4A3;COMP;THBS1;ITGB7;COL18A1;COL9A1;ITGA1;F11R;ITGAD;ITGA7
prerank, KEGG_2021_Human__Citrate cycle (TCA cycle)                                                                                                  , -0.42515372060100387, -1.5955235248662267 , 0.046875            , 1.0                ,       1.0 , 9/27   , 12.88%, SUCLG2;PDHB;SDHD;CS;PC;IDH2;FH;DLAT;ACLY
prerank, Reactome_2022__Activation Of Matrix Metalloproteinases R-HSA-1592389                                                                        , -0.5183287454566519 , -1.5922260001970665 , 0.016129032258064516, 1.0                ,       1.0 , 5/17   , 4.18% , MMP9;CTSG;TIMP2;KLK2;ELANE
prerank, "Reactome_2022__Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513"                                                      , 0.47382465604236634 , 1.5875794852743916  , 0.0392156862745098  , 1.0                ,       1.0 , 6/17   , 11.98%, EXOSC2;YWHAB;ZFP36;DCP1A;DCP2;EXOSC7
prerank, Reactome_2022__Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314                                                , 0.41722440429743823 , 1.5820268237705633  , 0.02857142857142857 , 1.0                ,       1.0 , 8/30   , 13.35%, WDR48;UBB;RFC3;RAD18;POLR1B;RPA3;RPS27A;CUL4B
prerank, KEGG_2021_Human__Histidine metabolism                                                                                                       , 0.48123276321625275 , 1.5644431818026237  , 0.0                 , 1.0                ,       1.0 , 8/16   , 24.10%, ALDH2;AMDHD1;CNDP2;ALDH1B1;HAL;MAOA;CNDP1;CARNMT1
prerank, Reactome_2022__Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238                                                             , 0.40132883197768526 , 1.5610985332111844  , 0.0975609756097561  , 1.0                ,       1.0 , 8/30   , 11.74%, POLR2I;ELL;SUPT4H1;NELFA;ELOC;ELOA;POLR2L;SSRP1
prerank, KEGG_2021_Human__Long-term potentiation                                                                                                     , -0.35289876592253844, -1.5581556235453597 , 0.01639344262295082 , 1.0                ,       1.0 , 13/46  , 15.01%, PLCB4;MAPK1;PLCB1;BRAF;RPS6KA1;CALM3;RPS6KA2;ATF4;PPP3R1;MAP2K2;PPP3CA;RAP1A;CAMK4
prerank, Reactome_2022__Translesion Synthesis By REV1 R-HSA-110312                                                                                   , 0.46538438487686246 , 1.5455237308700747  , 0.05                , 1.0                ,       1.0 , 5/16   , 11.73%, UBB;RFC3;POLR1B;RPA3;RPS27A
prerank, Reactome_2022__Regulation Of TP53 Activity R-HSA-5633007                                                                                    , 0.2851276693025107  , 1.5225602826045515  , 0.0                 , 1.0                ,       1.0 , 32/145 , 12.22%, UBB;DYRK2;MDM4;MAPKAPK5;EP300;HIPK1;RFC3;TAF1;RMI2;RAD9B;RBBP8;CSNK2A2;TTC5;ING5;CHD3;PPP1R13L;PRKAG2;HDAC2;TP53RK;HUS1;RBBP4;BRIP1;POLR1B;PRMT5;TAF15;AKT3;RPA3;ING3;RFFL;RPS27A;SSRP1;WRN
prerank, Reactome_2022__HIV Elongation Arrest And Recovery R-HSA-167287                                                                              , 0.38501145117193036 , 1.5212141611775543  , 0.07142857142857142 , 1.0                ,       1.0 , 8/32   , 11.74%, POLR2I;ELL;SUPT4H1;NELFA;ELOC;ELOA;POLR2L;SSRP1
